url_length,dot_count,hyphen_count,underscore_count,slash_count,question_count,equal_count,at_count,ampersand_count,digit_count,alpha_count,is_https,has_ip,subdomain_count,has_suspicious_keywords,hostname_length,path_length,query_length,fragment_length,parameter_count,colon_count,semicolon_count,comma_count,dollar_count,percent_count,tilde_count,plus_count,special_char_count,entropy,brand_impersonation,label
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,4.0213,0,1
46,2,2,0,3,0,0,0,0,4,34,1,0,1,0,37,1,0,0,0,1,0,0,0,0,0,0,8,4.3816,0,0
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.9582,0,1
31,2,0,0,2,0,0,0,0,0,26,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,5,4.0023,0,1
37,2,0,0,3,0,0,0,0,1,30,1,0,1,0,28,1,0,0,0,1,0,0,0,0,0,0,6,4.1212,0,0
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,4.0122,0,1
52,2,2,0,3,0,0,0,0,4,40,1,0,1,1,43,1,0,0,0,1,0,0,0,0,0,0,8,4.3112,0,0
49,2,2,0,2,0,0,0,0,15,27,1,0,1,0,41,0,0,0,0,1,0,0,0,0,0,0,7,4.5889,0,0
28,3,0,0,2,0,0,0,0,0,22,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,6,4.0122,0,1
16,2,0,0,2,0,0,0,0,0,11,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,5,3.3278,0,0
30,2,0,0,2,0,0,0,0,0,25,0,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,5,3.7899,0,0
23,2,0,0,2,0,0,0,0,0,18,1,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,5,3.6212,0,1
22,3,0,0,2,0,0,0,0,0,16,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,6,3.8454,0,1
33,2,0,0,3,0,0,0,0,0,27,1,0,1,0,24,1,0,0,0,1,0,0,0,0,0,0,6,4.0667,0,0
39,4,0,0,2,0,0,0,0,0,32,0,0,3,0,32,0,0,0,0,1,0,0,0,0,0,0,7,4.1823,0,0
38,2,0,0,2,0,0,0,0,0,33,1,0,1,0,30,0,0,0,0,1,0,0,0,0,0,0,5,4.1158,0,1
34,2,0,0,2,0,0,0,0,0,29,1,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,5,4.1019,0,1
56,3,4,0,3,0,0,0,0,21,24,1,0,2,0,47,1,0,0,0,1,0,0,0,0,0,0,11,4.4547,0,0
33,2,0,0,2,0,0,0,0,0,28,1,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,5,4.1273,0,1
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,3.9263,0,1
324,3,0,23,26,1,1,0,0,19,250,1,0,0,0,9,268,38,0,1,1,0,0,0,0,0,0,55,4.0666,0,0
24,2,0,0,2,0,0,0,0,0,19,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.6573,0,1
25,2,0,0,2,0,0,0,0,1,19,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,4.1337,0,1
30,3,0,0,3,0,0,0,0,0,23,0,0,2,0,22,1,0,0,0,1,0,0,0,0,0,0,7,3.6892,0,0
20,2,0,0,2,0,0,0,0,0,15,0,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,5,3.6219,0,0
48,2,0,0,3,0,0,0,0,12,30,1,0,1,0,39,1,0,0,0,1,0,0,0,0,0,0,6,4.4311,0,0
19,1,0,0,3,0,0,0,0,6,8,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,5,3.7871,0,0
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,3.8664,0,1
22,2,0,0,2,0,0,0,0,0,17,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.6635,0,1
25,2,1,0,3,0,0,0,0,1,17,1,0,1,0,16,1,0,0,0,1,0,0,0,0,0,0,7,3.7035,0,0
32,2,0,0,3,0,0,0,0,0,26,1,0,0,0,20,4,0,0,0,1,0,0,0,0,0,0,6,4.0542,0,0
24,2,0,0,2,0,0,0,0,0,19,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.7516,0,1
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.7672,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.8562,0,1
27,3,0,0,2,0,0,0,0,7,14,0,0,2,0,20,0,0,0,0,1,0,0,0,0,0,0,6,3.8562,0,0
51,4,2,0,3,0,0,0,0,0,41,0,0,3,0,43,1,0,0,0,1,0,0,0,0,0,0,10,4.0978,0,0
30,3,0,0,2,0,0,0,0,0,24,0,0,2,0,23,0,0,0,0,1,0,0,0,0,0,0,6,4.0062,0,0
44,2,0,0,2,0,0,0,0,0,39,1,0,1,0,36,0,0,0,0,1,0,0,0,0,0,0,5,4.036,0,1
24,2,0,0,2,0,0,0,0,0,19,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.8868,0,1
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.8253,0,1
27,3,0,0,2,0,0,0,0,0,21,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,6,3.634,0,1
28,2,0,0,2,0,0,0,0,1,22,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,4.0661,0,1
33,2,0,0,2,0,0,0,0,0,28,1,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,5,3.8471,0,1
56,3,4,0,3,0,0,0,0,20,25,1,0,2,0,47,1,0,0,0,1,0,0,0,0,0,0,11,4.5326,0,0
48,3,2,0,3,0,0,0,0,10,29,0,0,2,0,40,1,0,0,0,1,0,0,0,0,0,0,9,4.6628,0,0
40,2,2,0,3,0,0,0,0,4,28,1,0,1,1,31,1,0,0,0,1,0,0,0,0,0,0,8,4.2776,0,0
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.9677,0,1
32,2,0,0,2,0,0,0,0,0,27,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,5,4.0,0,1
40,2,3,0,3,0,0,0,0,0,31,1,0,1,0,31,1,0,0,0,1,0,0,0,0,0,0,9,3.9251,0,0
22,2,0,0,2,0,0,0,0,0,17,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.4817,0,1
43,1,0,0,4,0,0,0,0,0,37,1,0,0,1,27,8,0,0,0,1,0,0,0,0,0,0,6,4.1002,0,0
53,3,0,0,3,0,0,0,0,10,36,1,0,2,0,44,1,0,0,0,1,0,0,0,0,0,0,7,4.2386,0,0
97,4,0,0,3,0,0,0,0,4,85,1,0,2,0,74,15,0,0,0,1,0,0,0,0,0,0,8,4.7135,0,0
32,2,0,0,3,0,0,0,0,1,25,1,0,1,0,23,1,0,0,0,1,0,0,0,0,0,0,6,3.9681,0,0
85,3,1,0,3,0,0,0,0,9,68,1,0,2,0,76,1,0,0,0,1,0,0,0,0,0,0,8,4.8239,0,0
40,3,0,0,3,0,0,0,0,0,33,1,0,1,0,25,7,0,0,0,1,0,0,0,0,0,0,7,4.0251,0,0
25,2,0,0,2,0,0,0,0,0,20,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.7337,0,1
27,2,1,0,2,0,0,0,0,0,21,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,6,3.8101,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.8101,0,1
55,3,4,0,2,0,0,0,0,24,21,1,0,2,0,47,0,0,0,0,1,0,0,0,0,0,0,10,4.4901,0,0
31,2,0,0,2,0,0,0,0,0,26,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,5,4.1069,0,1
21,2,0,0,2,0,0,0,0,0,16,0,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.7849,0,0
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,4.0733,0,1
35,3,0,0,2,0,0,0,0,0,29,0,0,1,0,28,0,0,0,0,1,0,0,0,0,0,0,6,3.99,0,0
24,2,0,0,2,0,0,0,0,0,19,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.6887,0,1
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,4.0213,0,1
36,2,0,0,3,0,0,0,0,0,30,1,0,1,0,27,1,0,0,0,1,0,0,0,0,0,0,6,3.9404,0,0
117,4,1,1,11,0,0,0,0,12,86,1,0,2,0,31,78,0,0,0,1,0,0,0,1,0,0,19,4.6474,0,0
28,2,1,0,3,0,0,0,0,0,21,1,0,1,0,19,1,0,0,0,1,0,0,0,0,0,0,7,3.9947,0,0
26,3,0,0,2,0,0,0,0,0,20,1,0,2,0,18,0,0,0,0,1,0,0,0,0,0,0,6,3.9501,0,1
24,2,0,0,2,0,0,0,0,0,19,0,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.835,0,0
45,3,0,0,3,0,0,0,0,0,38,1,0,1,0,26,11,0,0,0,1,0,0,0,0,0,0,7,4.2189,0,0
66,4,0,0,4,0,0,1,0,0,56,1,0,1,0,33,25,0,0,0,1,0,0,0,0,0,0,10,4.4529,0,0
30,2,0,0,2,0,0,0,0,0,25,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,4.0062,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.8562,0,1
27,2,0,0,2,0,0,0,0,0,22,0,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.8562,0,0
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.8101,0,1
32,2,0,0,2,0,0,0,0,0,27,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,5,4.0931,0,1
42,3,0,0,2,0,0,0,0,1,35,1,0,2,0,34,0,0,0,0,1,0,0,0,0,0,0,6,4.0057,0,0
37,2,0,0,2,0,0,0,0,0,32,1,0,1,0,29,0,0,0,0,1,0,0,0,0,0,0,5,4.0743,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.6801,0,1
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,3.8573,0,1
24,2,0,0,2,0,0,0,0,0,19,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.9702,0,1
35,2,0,0,2,0,0,0,0,0,30,1,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,5,4.1363,0,1
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.9791,0,1
20,2,0,0,2,0,0,0,0,0,15,1,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,5,3.4842,0,1
23,2,0,0,2,0,0,0,0,0,18,1,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,5,3.7081,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.8101,0,1
38,2,1,0,3,0,0,0,0,9,22,1,0,1,0,29,1,0,0,0,1,0,0,0,0,0,0,7,4.4118,0,0
89,2,0,0,5,0,0,0,0,12,69,1,0,0,0,7,74,0,0,0,1,0,0,0,0,0,0,8,4.668,0,0
34,2,0,0,2,0,0,0,0,0,29,1,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,5,3.8192,0,1
37,2,3,0,3,0,0,0,0,8,20,0,0,1,0,29,1,0,0,0,1,0,0,0,0,0,0,9,4.1345,0,0
32,2,0,0,2,0,0,0,0,0,27,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,5,4.0778,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,1,19,0,0,0,0,1,0,0,0,0,0,0,5,4.0323,0,1
28,2,1,0,2,0,0,0,0,0,22,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,6,3.9408,0,1
48,2,2,0,3,0,0,0,0,6,34,0,0,1,0,40,1,0,0,0,1,0,0,0,0,0,0,8,4.4961,0,0
31,3,0,0,2,0,0,0,0,0,25,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,6,4.0826,0,1
48,5,1,0,2,0,0,0,0,5,34,0,0,4,0,41,0,0,0,0,1,0,0,0,0,0,0,9,4.3559,0,0
23,2,0,0,2,0,0,0,0,0,18,0,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.7951,0,0
24,2,0,0,2,0,0,0,0,0,19,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.8554,0,1
22,1,0,0,3,0,0,0,0,1,16,1,0,0,0,6,8,0,0,0,1,0,0,0,0,0,0,5,3.4817,0,0
37,3,1,0,2,0,0,0,0,0,30,0,0,2,0,30,0,0,0,0,1,0,0,0,0,0,0,7,4.006,0,0
36,1,1,0,5,0,0,0,0,0,28,1,0,0,0,17,11,0,0,0,1,0,0,0,0,0,0,8,3.9376,0,0
27,2,0,0,3,0,0,0,0,2,19,1,0,1,0,18,1,0,0,0,1,0,0,0,0,0,0,6,3.9023,0,0
34,2,0,0,2,0,0,0,0,0,29,1,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,5,3.962,0,1
50,2,2,0,3,0,0,0,0,11,31,1,0,1,0,41,1,0,0,0,1,0,0,0,0,0,0,8,4.4942,0,0
22,2,0,0,2,0,0,0,0,0,17,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.3908,0,1
45,2,0,0,3,0,0,0,0,3,36,1,0,1,0,36,1,0,0,0,1,0,0,0,0,0,0,6,4.4556,0,0
24,3,0,0,2,0,0,0,0,0,18,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,6,3.7202,0,1
21,2,0,0,2,0,0,0,0,0,16,1,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,5,3.5945,0,1
47,3,0,0,4,0,0,1,0,0,38,1,0,1,0,16,23,0,0,0,1,0,0,0,0,0,0,9,4.1048,0,0
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.9233,0,1
28,3,0,0,2,0,0,0,0,0,22,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,6,3.9677,0,1
48,2,2,1,3,0,0,0,0,7,32,0,0,1,0,31,10,0,0,0,1,0,0,0,0,0,0,9,4.5616,0,0
31,2,0,0,2,0,0,0,0,0,26,0,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,5,4.0424,0,0
59,3,1,0,5,0,0,0,0,0,49,1,0,0,0,20,31,0,0,0,1,0,0,0,0,0,0,10,4.2124,0,0
22,3,0,0,2,0,0,0,0,0,16,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,6,3.7544,0,1
25,2,0,0,2,0,0,0,0,0,20,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,4.0537,0,1
100,2,1,0,5,0,0,0,0,5,86,1,0,0,0,11,81,0,0,0,1,0,0,0,0,0,0,9,4.7128,0,0
37,3,1,0,2,0,0,0,0,0,30,1,0,1,0,29,0,0,0,0,1,0,0,0,0,0,0,7,4.1212,0,1
27,3,0,0,2,0,0,0,0,0,21,0,0,2,0,20,0,0,0,0,1,0,0,0,0,0,0,6,3.7821,0,0
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.8249,0,1
35,2,1,0,3,0,0,0,0,1,27,0,0,1,0,27,1,0,0,0,1,0,0,0,0,0,0,7,3.9789,0,0
27,4,0,0,2,0,0,0,0,0,20,1,0,2,0,19,0,0,0,0,1,0,0,0,0,0,0,7,3.634,0,1
23,2,0,0,2,0,0,0,0,0,18,0,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.8492,0,0
32,3,0,0,2,0,0,0,0,0,26,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,6,3.9445,0,1
75,3,0,0,4,0,0,0,0,2,65,1,0,1,0,22,45,0,0,0,1,0,0,0,0,0,0,8,4.3552,0,0
185,5,2,1,3,1,3,0,2,44,121,0,0,2,1,48,10,119,0,3,1,2,0,0,0,0,0,20,4.9854,0,0
25,2,0,0,2,0,0,0,0,0,20,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.8137,0,1
37,2,1,0,3,0,0,0,0,6,24,0,0,1,0,29,1,0,0,0,1,0,0,0,0,0,0,7,4.2834,0,0
29,3,0,0,2,0,0,0,0,0,23,1,0,2,0,21,0,0,0,0,1,0,0,0,0,0,0,6,3.552,0,1
29,2,0,0,2,0,0,0,0,0,24,0,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,4.1163,0,0
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,4.0122,0,1
46,1,1,0,4,0,0,0,0,0,39,1,0,0,0,25,13,0,0,0,1,0,0,0,0,0,0,7,4.0231,0,0
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.7193,0,1
35,3,0,0,2,0,0,0,0,0,29,0,0,2,0,28,0,0,0,0,1,0,0,0,0,0,0,6,4.0716,0,0
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.9233,0,1
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,4.0213,0,1
20,2,0,0,2,0,0,0,0,0,15,1,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,5,3.5842,0,1
29,3,0,0,2,0,0,0,0,0,23,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,6,3.9952,0,1
30,2,0,0,2,0,0,0,0,0,25,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,4.1484,0,1
20,2,0,0,2,0,0,0,0,0,15,0,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,5,3.5219,0,0
26,2,1,0,3,0,0,0,0,0,19,1,0,1,0,17,1,0,0,0,1,0,0,0,0,0,0,7,3.892,0,0
32,2,0,0,2,0,0,0,0,0,27,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,5,3.9056,0,1
40,2,0,0,5,0,0,0,0,0,32,0,0,1,1,21,12,0,0,0,1,0,0,0,0,0,0,8,3.9751,0,0
30,3,0,0,2,0,0,0,0,0,24,0,0,2,0,23,0,0,0,0,1,0,0,0,0,0,0,6,3.8981,0,0
22,2,0,0,2,0,0,0,0,0,17,0,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,5,3.6069,0,0
37,1,2,0,3,0,0,0,0,0,30,1,0,0,0,28,1,0,0,0,1,0,0,0,0,0,0,7,4.0131,0,0
33,3,0,0,2,0,0,0,0,0,27,0,0,2,0,26,0,0,0,0,1,0,0,0,0,0,0,6,3.9832,0,0
19,2,0,0,2,0,0,0,0,0,14,1,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,5,3.5766,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.9582,0,1
20,1,0,0,2,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,4,3.6842,0,0
21,2,0,0,2,0,0,0,0,0,16,0,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.5585,0,0
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.7193,0,1
19,2,0,0,2,0,0,0,0,0,14,1,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,5,3.3661,0,1
34,2,1,0,3,0,0,0,0,6,21,1,0,1,0,25,1,0,0,0,1,0,0,0,0,0,0,7,4.2898,0,0
222,3,1,0,5,1,2,0,1,13,195,1,0,1,1,24,33,156,0,2,1,0,0,0,0,0,0,14,4.937,0,0
68,2,0,0,4,1,2,0,1,15,42,0,0,1,0,29,12,19,0,2,1,0,0,0,0,0,0,11,5.0136,0,0
64,1,1,0,4,0,0,0,0,6,51,1,0,0,0,16,40,0,0,0,1,0,0,0,0,0,0,7,4.7909,0,0
28,3,0,0,2,0,0,0,0,0,22,0,0,2,0,21,0,0,0,0,1,0,0,0,0,0,0,6,3.7534,0,0
21,2,0,0,2,0,0,0,0,0,16,1,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,5,3.5945,0,1
30,2,0,0,2,0,0,0,0,0,25,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,4.1069,0,1
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.9408,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,4.0603,0,1
30,3,0,0,2,0,0,0,0,0,24,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,6,4.0566,0,1
36,2,0,0,2,0,0,0,0,0,31,1,0,1,0,28,0,0,0,0,1,0,0,0,0,0,0,5,3.9749,0,1
37,2,0,0,3,0,0,0,0,3,28,1,0,1,0,28,1,0,0,0,1,0,0,0,0,0,0,6,4.2497,0,0
30,2,0,0,2,0,0,0,0,0,25,0,0,1,1,23,0,0,0,0,1,0,0,0,0,0,0,5,4.1647,0,0
74,2,1,0,8,0,0,0,0,7,55,0,0,0,0,24,43,0,0,0,1,0,0,0,0,0,0,12,4.4353,0,0
86,2,0,0,4,0,0,0,0,12,67,1,0,1,0,13,65,0,0,0,1,0,0,0,0,0,0,7,4.8015,0,0
35,3,0,0,2,0,0,0,0,0,29,1,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,6,4.0256,0,1
20,2,0,0,2,0,0,0,0,0,15,1,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,5,3.5464,0,1
31,3,0,0,2,0,0,0,0,0,25,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,6,4.1715,0,1
31,2,1,0,3,0,0,0,0,2,22,1,0,0,1,13,10,0,0,0,1,0,0,0,0,0,0,7,4.0668,0,0
20,2,0,0,2,0,0,0,0,0,15,1,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,5,3.5219,0,1
28,2,0,0,2,0,0,0,0,0,23,0,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,3.5567,0,0
32,2,0,0,2,0,0,0,0,0,27,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,5,3.9681,0,1
33,2,0,0,2,0,0,0,0,0,28,1,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,5,4.0438,0,1
32,2,0,0,3,0,0,0,0,0,26,0,0,1,0,24,1,0,0,0,1,0,0,0,0,0,0,6,3.6945,0,0
25,2,0,0,2,0,0,0,0,4,16,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.8937,0,1
322,7,1,4,5,1,7,0,6,63,217,0,1,0,1,12,21,281,0,7,1,0,0,0,10,0,0,42,5.2019,0,0
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,3.9523,0,1
24,2,0,0,2,0,0,0,0,0,19,0,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.8239,0,0
30,2,0,0,2,0,0,0,0,0,25,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,4.0566,0,1
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,3.8833,0,1
82,3,0,0,3,0,0,0,0,6,69,0,0,2,0,74,1,0,0,0,1,0,0,0,0,0,0,7,4.6451,0,0
34,2,0,0,2,0,0,0,0,0,29,1,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,5,3.9254,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.838,0,1
35,2,0,0,3,0,0,0,0,4,25,0,0,1,0,27,1,0,0,0,1,0,0,0,0,0,0,6,4.5147,0,0
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,3.9094,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,4.1343,0,1
20,1,1,0,2,0,0,0,0,0,15,1,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,5,3.9219,0,0
29,2,0,0,2,0,0,0,0,0,24,1,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,5,3.8144,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,4.0603,0,1
141,9,2,0,11,0,0,3,0,34,81,0,0,0,0,11,123,0,0,0,1,0,0,0,0,0,0,26,4.635,0,0
35,2,0,0,2,0,0,0,0,0,30,1,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,5,4.1147,0,1
30,2,0,0,2,0,0,0,0,0,25,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,3.8696,0,1
35,2,1,0,2,0,0,0,0,0,29,1,0,1,0,27,0,0,0,0,1,0,0,0,0,0,0,6,3.9217,0,1
23,2,0,0,2,0,0,0,0,0,18,0,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.5342,0,0
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.9501,0,1
21,2,0,0,2,0,0,0,0,2,14,0,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.5945,0,0
30,2,0,0,2,0,0,0,0,0,25,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,3.8566,0,1
22,2,0,0,2,0,0,0,0,0,17,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.6635,0,1
23,3,0,0,2,0,0,0,0,0,17,1,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,6,3.6425,0,1
51,3,3,0,3,0,0,0,0,13,28,1,0,2,0,42,1,0,0,0,1,0,0,0,0,0,0,10,4.6965,0,0
25,2,0,0,2,0,0,0,0,0,20,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.6235,0,1
30,2,0,0,2,0,0,0,0,0,25,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,4.0151,0,1
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.8282,0,1
49,1,0,0,5,0,0,0,0,0,42,1,0,0,0,28,13,0,0,0,1,0,0,0,0,0,0,7,4.1713,0,0
22,2,0,0,2,0,0,0,0,0,17,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.7544,0,1
27,2,0,0,3,0,0,0,0,4,17,1,0,1,0,18,1,0,0,0,1,0,0,0,0,0,0,6,4.0323,0,0
26,2,1,0,3,0,0,0,0,2,17,1,0,1,0,17,1,0,0,0,1,0,0,0,0,0,0,7,4.027,0,0
47,3,2,0,3,0,0,0,0,10,28,1,0,2,0,38,1,0,0,0,1,0,0,0,0,0,0,9,4.5967,0,0
